gene chrom strand TSS TES
BTNL10 1 r 228698059 228699989
MIR6878 1 f 150464820 150464886
DAB1 1 r 57463578 58716211
FLG-AS1 1 f 152309543 152339168
FGGY 1 f 59762683 60165066
LAX1 1 f 203738765 203745480
OR6Y1 1 r 158516917 158517895
LOC100130093 1 f 227916239 227922055
GBP1P1 1 f 89873237 89890493
POLR3GL 1 r 145456235 145470387
RHOU 1 f 228870823 228882416
ADGRL4 1 r 79355448 79472495
SLC30A1 1 r 211748380 211752099
CADM3 1 f 159141376 159172932
PRRC2C 1 f 171454665 171562650
CRNN 1 r 152381718 152386750
GPBP1L1 1 r 46092975 46152302
GPATCH3 1 r 27216978 27226962
SCCPDH 1 f 246887377 246931440
AMPD2 1 f 110162434 110174677
TTC39A 1 r 51761209 51796236
CNKSR1 1 f 26503980 26516376
BTG2 1 f 203274663 203278729
LAPTM5 1 r 31205314 31230683
IL20 1 f 207039153 207042568
RCC2 1 r 17733250 17766250
SMYD3 1 r 245912641 246580714
TMEM234 1 r 32681797 32687926
TNFAIP8L2 1 f 151129104 151132225
FAM212B 1 r 112264685 112282046
PDC 1 r 186412697 186417856
UFC1 1 f 161123533 161128646
LOC101927844 1 f 87678351 87717014
KLHL12 1 r 202860223 202897772
HHIPL2 1 r 222695601 222721444
OR4F16 1 f 367658 368597
OR4F16 1 r 621095 622034
C1orf115 1 f 220863627 220872499
LOC149373 1 r 231319844 231323373
PADI2 1 r 17393255 17445948
EBNA1BP2 1 r 43629844 43637986
PHGDH 1 f 120254418 120286849
LRRC71 1 f 156890423 156902880
AXDND1 1 f 179334854 179523870
ZSWIM5 1 r 45482075 45672250
GCSAML-AS1 1 r 247687980 247694106
MGC27382 1 f 78695282 78835147
PPCS 1 f 42922164 42939049
PPCS 1 f 42922011 42926901
UCHL5 1 r 192989016 193029237
LINC01364 1 r 87819209 87837338
LOC339539 1 f 43323292 43354463
LINC00466 1 r 63624753 63782901
PLA2G2F 1 f 20465822 20476879
LINC00337 1 f 6296299 6299502
RAP1A 1 f 112162768 112259317
GALNT2 1 f 230193535 230417876
NMNAT1 1 f 10002980 10045556
ANGEL2 1 r 213165523 213188851
GPATCH2 1 r 217781525 217804444
MIR6068 1 r 63792595 63792655
LPPR4 1 f 99729847 99775138
SRGAP2 1 f 206516199 206629507
MIR8083 1 r 153662180 153662269
INTS3 1 f 153700566 153746555
NADK 1 r 1682670 1709909
MIR6077 1 f 147860433 147860515
ISG20L2 1 r 156691682 156698231
ZC3H12A 1 f 37940118 37949978
KLHDC8A 1 r 205305192 205326128
FAM20B 1 f 178995073 179045702
TMEM183B 1 f 202976535 202992668
ZZZ3 1 r 78028100 78148343
ACTG1P4 1 f 104112025 104114008
KAZN 1 f 14925212 15444544
MIR6084 1 f 20960171 20960281
MIR6739 1 f 201832500 201832575
MIR6738 1 r 155921063 155921127
MIR6737 1 r 153934826 153934896
MIR6736 1 f 145584422 145584481
MIR6735 1 f 43914209 43914282
MIR6734 1 r 43830318 43830386
MIR6733 1 r 43637322 43637383
MIR6731 1 r 25245835 25245907
MIR6732 1 f 37945830 37945890
MIR6742 1 r 228584748 228584810
MIR6729 1 f 12089214 12089279
MIR6728 1 r 8926560 8926649
MIR6727 1 r 1247881 1247946
MIR6726 1 r 1231489 1231550
MIR6723 1 r 567704 567793
ACOT11 1 f 55013806 55100417
SERINC2 1 f 31882411 31907527
INSRR 1 r 156810664 156828712
MIR6741 1 r 226109779 226109842
MIR6740 1 f 201972251 201972364
MIR6808 1 r 1275029 1275088
ELAVL4 1 f 50575287 50669457
HEYL 1 r 40089102 40105348
C1orf233 1 r 1533387 1535476
CELA2A 1 f 15783222 15798586
MIR7856 1 r 86823314 86823370
ERI3-IT1 1 r 44709047 44709955
MIR7852 1 f 108439844 108439926
MIR6769B 1 f 206648145 206648207
C1orf43 1 r 154183936 154193273
MIR6859-2 1 r 17368 17436
C1orf54 1 f 150244686 150253335
MIR6079 1 f 44304293 44304355
MIA3 1 f 222817644 222841354
LYPLAL1 1 f 219347512 219386207
LYPLAL1 1 f 219348310 219386207
HAO2-IT1 1 f 119911568 119912953
OAZ3 1 f 151735955 151743806
LYST 1 r 235824330 236047008
IPO13 1 f 44412477 44433694
CACHD1 1 f 64971596 65158741
AZIN2 1 f 33546729 33586132
COA6 1 f 234509446 234519795
TMCC2 1 f 205225328 205242471
PRAMEF1 1 f 12854842 12856777
PLCH2 1 f 2398897 2436969
HNRNPCL4 1 r 12907229 12908157
PRAMEF2 1 f 12916940 12921764
ACP6 1 r 147119167 147142634
PIK3CD 1 f 9711789 9789172
PPFIA4 1 f 202995648 203047864
OR2L13 1 f 248100330 248264224
HSD17B7 1 f 162760491 162767932
C1orf123 1 r 53685472 53686311
TCEANC2 1 f 54519244 54578192
GPR61 1 f 110082493 110088455
HMCN1 1 f 185703682 186160085
MIR555 1 r 155316140 155316236
MIR554 1 f 151518271 151518367
MIR553 1 f 100746796 100746864
MIR551A 1 r 3477259 3477354
LAMC2 1 f 183155173 183210406
OR2T3 1 f 248636651 248637608
OR13G1 1 r 247835419 247836343
OR6F1 1 r 247875130 247876057
OR2AK2 1 f 248128633 248129641
OR10Z1 1 f 158576228 158577170
OR10K2 1 r 158389717 158390656
OR10T2 1 r 158368311 158369256
OR10K1 1 f 158435351 158436293
OR10R2 1 f 158449667 158450675
OR10J5 1 r 159504867 159505797
TMEM79 1 f 156252703 156262234
TRMT13 1 f 100598705 100616054
CRCT1 1 f 152486977 152488481
BARHL2 1 r 91177578 91182794
TMEM59 1 r 54511158 54519111
TMEM59 1 r 54492353 54519246
PADI6 1 f 17698690 17728195
PTPRVP 1 f 202137178 202158577
CA14 1 f 150230137 150237480
AMY1B 1 f 104292462 104301310
SUSD4 1 r 223408251 223537544
SH3BGRL3 1 f 26606212 26608013
LOC400794 1 r 165446078 165551341
SEC16B 1 r 177898241 177939050
WNT3A 1 f 228194722 228248972
HSD52 1 r 59597607 59612479
LINC01352 1 f 221002596 221005770
LINC00467 1 f 211556096 211605877
FAM138F 1 r 34610 36081
FAM138A 1 r 34610 36081
MPC2 1 r 167885912 167905439
HNRNPU-AS1 1 r 245003939 245010243
LOC100130331 1 f 238025474 238091619
LINC01142 1 r 170240545 170253349
FAM41C 1 r 803450 812182
LINC01140 1 f 87595447 87634886
LINC01140 1 f 87595447 87602352
LOC284661 1 f 4472110 4484744
LINC01140 1 f 87597608 87602352
LOC284632 1 f 24526729 24538180
LINC01226 1 f 31984035 31989846
SERINC2 1 f 31885962 31907527
LOC100131564 1 r 93775665 93811368
TSNAX-DISC1 1 f 231664398 231838307
ZDHHC18 1 f 27153200 27182211
OR14A16 1 r 247978101 247979031
OR11L1 1 r 248004229 248005198
OR2W3 1 f 248058888 248059833
C1orf95 1 f 226736500 226796915
ERICH3 1 r 75033794 75139422
FCRLB 1 f 161691333 161697933
OR14C36 1 f 248512076 248513015
OR2G2 1 f 247751661 247752615
OR2G3 1 f 247768887 247769817
OR2T35 1 r 248801587 248802559
OR2T27 1 r 248813231 248814185
OR2T34 1 r 248737101 248738058
TAGLN2 1 r 159887896 159894341
TAGLN2 1 r 159887896 159893507
LRRC41 1 r 46744071 46769038
MIR5697 1 f 10027438 10027516
INPP5B 1 r 38326368 38397463
ZNF124 1 r 247301446 247335319
LOC440602 1 r 111030301 111032880
SFN 1 f 27189632 27190947
SLC27A3 1 f 153747767 153752633
EFHD2 1 f 15736390 15756839
MIR6077 1 f 143672920 143673002
LOC100133331 1 f 323891 328581
LOC100133331 1 r 661138 665731
LINC01347 1 r 243219615 243265046
SHISA4 1 f 201857796 201861715
C1orf220 1 f 178511930 178518024
PRAMEF4 1 r 12939032 12946025
LOC100132057 1 f 147874635 147904682
TUFT1 1 f 151512784 151556053
APITD1 1 f 10490803 10502872
MATN1-AS1 1 f 31191618 31199593
TOP1P1 1 f 171308034 171310463
RPL31P11 1 r 161653494 161655042
SNORD45A 1 f 76253573 76253657
SNORD45B 1 f 76255161 76255232
SNORD47 1 r 173833506 173833583
AP4B1-AS1 1 f 114399256 114443859
LOC100506730 1 r 19619740 19622230
PRAMEF17 1 f 13495257 13498257
PRAMEF17 1 f 13716091 13719089
PPP1R12B 1 f 202317829 202557697
LMNA 1 f 156095907 156109880
IPO9-AS1 1 r 201657383 201798687
CDKN2C 1 f 51435641 51440309
DLEU2L 1 f 64014650 64016307
LOC100129138 1 f 104615644 104619693
C1orf167 1 f 11822249 11849642
PDZK1P1 1 r 145924387 145945477
LOC100132057 1 f 143687126 143717173
TP73-AS1 1 r 3652547 3663335
LINC01141 1 r 20686293 20755287
LOC339529 1 f 244080703 244210619
PRPF38A 1 f 52870218 52883992
NPPA-AS1 1 f 11900375 11907673
FGR 1 r 27938800 27953106
MROH7-TTC4 1 f 55107412 55208328
GJA9-MYCBP 1 r 39328161 39347298
PRPF38B 1 f 109234934 109244422
LOC653513 1 r 144676436 144680025
C1orf68 1 f 152691997 152692905
VAV3-AS1 1 f 108507064 108537229
LINC01128 1 f 762970 778984
LINC01128 1 f 763177 794826
LINC01128 1 f 762970 794826
RHOU 1 f 228780393 228882416
ZNF670-ZNF695 1 r 247108848 247242115
EXO1 1 f 242011492 242053241
LINC01133 1 f 159931013 159948876
LOC643441 1 r 113739403 113748875
LYPLAL1-AS1 1 r 219254316 219347130
LINC01137 1 r 37920479 37940044
LOC284581 1 f 205831206 205865215
MIR137HG 1 r 98453555 98515249
LOC100996583 1 f 2497973 2515973
RNU1-13P 1 r 143673128 143673290
RNVU1-8 1 r 146556162 146556303
RNU1-13P 1 r 147860641 147860803
IL23R 1 f 67632168 67725650
AKNAD1 1 r 109358519 109400864
SLC45A1 1 f 8378144 8404227
SPATA42 1 f 109399838 109400962
DLSTP1 1 r 76207686 76210698
LOC646626 1 f 85742040 85743771
FAAHP1 1 f 46899498 46911374
RCAN3AS 1 r 24822822 24828850
KIF14 1 r 200520624 200589862
SARS 1 f 109756514 109760113
LOC101929983 1 r 12998504 13002353
SPATA17 1 f 217804665 218041495
LOC101929983 1 f 13364885 13368733
LOC101929983 1 f 13424002 13427859
LOC101929983 1 f 13644799 13648656
PTCH2 1 r 45285515 45308616
LOC255654 1 r 246679340 246687589
LOC729737 1 r 134772 140566
LINC01346 1 f 4000671 4012643
MIR205HG 1 f 209602167 209605892
CALML6 1 f 1846265 1848733
EFCAB14-AS1 1 f 47139707 47157769
OSCP1 1 r 36883506 36916086
PTPRC 1 f 198608097 198662334
LINC01307 1 f 101789392 101842869
RNU6-2 1 f 10359023 10359128
LAMB3 1 r 209788217 209825820
PRAMEF5 1 r 13108513 13117751
PRAMEF5 1 f 13359818 13369057
NFYC 1 f 41174994 41237276
LOC105378732 1 f 53793904 53802181
LOC105748977 1 f 211813149 211827963
C1orf186 1 r 206238871 206288647
NBPF13P 1 r 146571065 146585928
OR4F29 1 f 367658 368597
OR4F29 1 r 621095 622034
ZNF678 1 f 227751219 227865144
LOC101928751 1 f 175846478 175849600
LOC101928973 1 f 181143619 181151342
DISC1-IT1 1 f 232061579 232080951
IBA57-AS1 1 r 228351786 228352549
IBA57-AS1 1 r 228351786 228353213
FAM87B 1 f 752750 755214
NEXN-AS1 1 r 78347032 78355224
NBPF18P 1 f 151990753 151994985
LY9 1 f 160765863 160772536
UBXN10 1 f 20512570 20522541
C1orf216 1 r 36179476 36184790
ZNF684 1 f 40997232 41013841
MYOM3 1 r 24382530 24438665
SRGAP2-AS1 1 r 121102016 121139765
NFIA-AS1 1 r 61714616 61719190
LINC01036 1 f 187061973 187329376
LINC01221 1 f 198985261 199045864
EYA3 1 r 28314983 28415148
ADAMTSL4-AS1 1 r 150533370 150547028
LOC101928370 1 r 101700428 101702084
MIR488 1 r 176998498 176998581
FOXJ3 1 r 42642209 42800903
NMNAT2 1 r 183217371 183274009
LOC100506985 1 r 24865763 24882515
ATXN7L2 1 f 110026560 110035420
PUSL1 1 f 1243993 1247057
SPATA17-AS1 1 r 217954539 217958462
LOC101927342 1 f 76477008 76485041
LOC101927412 1 f 81106971 81112473
LOC101927434 1 r 81979564 82023387
LOC101928034 1 f 153518217 153524245
LOC101928118 1 r 95628774 95699538
LOC101928226 1 f 248860362 248862411
LOC101928270 1 r 99937975 99953360
LOC101928324 1 r 26789247 26794028
LOC101928476 1 r 106144773 106161557
LOC101928476 1 r 106132315 106161557
LOC101928626 1 r 562759 564389
LOC101928650 1 r 170430457 170501750
LOC101927765 1 r 234508552 234509339
LOC101928718 1 r 112287938 112298131
LINC01461 1 r 85063646 85086714
MIR1302-9 1 f 30365 30503
MIR1302-11 1 f 30365 30503
MIR6500 1 f 51525689 51525775
MIR7641-2 1 r 228746044 228746094
MIR7641-2 1 r 228748285 228748335
MIR7641-2 1 r 228750526 228750576
MIR7641-2 1 r 228752767 228752817
MIR7641-2 1 r 228755008 228755058
MIR7641-2 1 r 228757223 228757273
MIR7641-2 1 r 228759443 228759493
MIR7641-2 1 r 228761685 228761735
MIR7641-2 1 r 228779585 228779635
MIR7641-2 1 r 228781816 228781866
HMGN2 1 f 26798901 26803133
RIMS3 1 r 41086351 41131324
LOC101927478 1 f 229644176 229649834
LINC01361 1 r 83439565 83451891
LINC01361 1 r 83439565 83450605
INSL5 1 r 67263423 67266942
LOC101926964 1 r 61125302 61291256
LOC101926944 1 f 60238466 60254501
LINC01358 1 f 59486147 59553919
LOC100996635 1 f 95975671 95981020
NFIA-AS2 1 r 61419409 61436448
NFIA-AS2 1 r 61405915 61436448
TAF1A-AS1 1 f 222763300 222765975
TAF1A-AS1 1 f 222763261 222765975
RCC2 1 r 17733250 17765059
LOC101928778 1 f 177669658 177679465
LINC01351 1 f 190447680 190450524
LINC01351 1 f 190447389 190450524
LOC102723769 1 r 143134602 143202239
LOC101928460 1 r 29656131 29676626
HIPK1-AS1 1 r 114466622 114472147
LOC101928068 1 r 245128505 245134171
EXOC8 1 r 231468476 231473618
PTBP2 1 f 97188193 97280605
MORN1 1 r 2306292 2323190
ERICH3-AS1 1 f 75043113 75091782
ERICH3-AS1 1 f 75055418 75091782
LMX1A 1 r 165171103 165325952
KCND3-AS1 1 f 112452278 112453552
SPRR2B 1 r 153042703 153044084
LOC101929516 1 f 40030741 40038875
LOC102724539 1 f 8268731 8275268
LOC102724552 1 f 8484704 8495076
LOC101929541 1 r 212386343 212408078
LOC101929541 1 r 212398619 212408078
LOC101929541 1 r 212398619 212458363
LOC101929565 1 f 212719035 212729408
LOC101929592 1 r 44175075 44193014
LOC101929626 1 f 46599042 46604752
LOC101929721 1 f 49723082 49734966
LOC101929771 1 r 222001007 222014008
LOC102723661 1 f 96457623 96488436
LOC102723833 1 f 216245806 216260259
LOC102724312 1 r 1365536 1369953
LOC102724450 1 r 6264899 6265840
LOC101929147 1 f 119683018 119776801
LOC101929147 1 f 119683018 119694031
LOC101929464 1 f 33815952 33828846
LOC101928977 1 r 116465193 116519897
LOC101928995 1 f 116461996 116468529
LOC101929023 1 r 116966345 117021448
LOC101929023 1 r 116995655 117021448
LOC101929147 1 f 119683018 119726446
LOC101929147 1 f 119683018 119818596
LOC102724659 1 r 11837133 11839676
LOC102724661 1 f 177320721 177335594
LINC01525 1 f 117838087 117863958
TXNDC12-AS1 1 f 52516589 52518355
LINC01397 1 f 110625309 110652341
WARS2-IT1 1 f 119590027 119605910
PROX1-AS1 1 r 213992983 214159496
DNM3-IT1 1 f 171833331 171833827
C1orf64 1 f 16330730 16333190
